sep=,
Time,Temperature,Voltage,Current
s,deg.C/100,V,mA

138.9844799042,0.827,16.694,1477
139.4844999313,0.828,16.694,1477
139.9845299721,0.83,16.694,1477
140.4844799042,0.831,16.694,1477
140.9845099449,0.834,16.694,1477
141.4844999313,0.836,16.694,1477
141.9844799042,0.837,16.694,1477
142.4844698906,0.839,16.694,1477
142.9845099449,0.84,16.694,1477
143.4844501019,0.842,16.693,1477
143.9845099449,0.843,16.694,1477
144.4844799042,0.846,16.694,1477
144.9845099449,0.847,16.694,1477
145.4844799042,0.849,16.694,1477
145.9845099449,0.85,16.694,1477
146.4844899178,0.852,16.694,1477
146.9845099449,0.854,16.694,1477
147.4844799042,0.855,16.694,1478
147.9845099449,0.858,16.694,1477
148.4845199585,0.86,16.694,1477
148.9845099449,0.861,16.694,1478
149.4844200611,0.863,16.694,1477
149.9845199585,0.865,16.694,1478
150.4844400883,0.867,16.694,1477
150.9844899178,0.868,16.694,1477
151.4845199585,0.87,16.694,1477
151.9845199585,0.872,16.694,1477
152.4845199585,0.872,16.694,1477
152.9845199585,0.872,16.694,1478
153.4845199585,0.872,16.694,1477
153.9845099449,0.872,16.694,1478
154.4844601154,0.88,16.694,1478
154.9844799042,0.882,16.694,1477
155.4845199585,0.885,16.694,1478
155.9844899178,0.886,16.694,1478
156.4845099449,0.887,16.694,1478
156.9845099449,0.888,16.694,1478
157.4845099449,0.89,16.694,1477
157.9844899178,0.892,16.694,1478
158.4844601154,0.894,16.694,1478
158.9844799042,0.895,16.694,1478
159.4844799042,0.897,16.694,1478
159.9845199585,0.9,16.694,1477
160.4845099449,0.901,16.694,1477
160.9845199585,0.902,16.694,1477
161.4845199585,0.903,16.694,1478
161.9845099449,0.905,16.694,1478
162.4844501019,0.907,16.694,1478
162.9845099449,0.909,16.694,1478
163.4844698906,0.91,16.694,1477
163.9844999313,0.911,16.695,1478
164.4845099449,0.913,16.694,1478
164.9845099449,0.914,16.694,1478
165.4844200611,0.916,16.694,1477
165.9845199585,0.917,16.694,1477
166.4845199585,0.919,16.695,1478
166.9845199585,0.921,16.694,1477
167.4845199585,0.922,16.695,1477
167.9845099449,0.925,16.695,1477
168.4844799042,0.925,16.695,1477
168.9845199585,0.927,16.695,1478
169.4845199585,0.929,16.695,1478
169.9844999313,0.929,16.695,1477
170.4845199585,0.932,16.695,1477
170.9845099449,0.933,16.695,1477
171.4845199585,0.935,16.695,1477
171.9844601154,0.936,16.695,1477
172.4845099449,0.939,16.695,1478
172.9845099449,0.94,16.695,1477
173.4845099449,0.941,16.694,1477
173.9845099449,0.943,16.694,1477
174.4844799042,0.944,16.694,1477
174.9845299721,0.947,16.694,1477
175.4845099449,0.948,16.695,1477
175.9845199585,0.95,16.694,1477
176.4844799042,0.951,16.695,1477
176.9845099449,0.953,16.695,1477
177.4844799042,0.954,16.695,1477
177.9844799042,0.957,16.695,1476
178.4844999313,0.958,16.695,1476
178.9845099449,0.96,16.695,1476
179.4845099449,0.961,16.695,1476
179.9845199585,0.963,16.695,1476
180.4844501019,0.964,16.695,1476
180.9845700264,0.966,16.695,1476
181.4845099449,0.968,16.695,1476
181.9844799042,0.969,16.695,1476
182.4844300747,0.971,16.695,1476
182.9845199585,0.971,16.695,1476
183.4845199585,0.974,16.695,1476
183.9845099449,0.976,16.695,1476
184.4845099449,0.977,16.695,1476
184.9844799042,0.979,16.695,1476
185.4845099449,0.98,16.696,1476
185.9845099449,0.981,16.695,1476
186.4844799042,0.983,16.695,1476
186.9845099449,0.984,16.695,1475
187.4845099449,0.986,16.695,1475
187.9845099449,0.988,16.695,1476
188.4845099449,0.989,16.695,1476
188.9845099449,0.991,16.696,1476
189.4845099449,0.993,16.695,1476
189.9845099449,0.994,16.695,1475
190.4844799042,0.996,16.696,1476
190.9845099449,0.997,16.695,1476
191.4845099449,1,16.696,1475
191.9845099449,1,16.696,1476
192.4844400883,1.002,16.695,1475
192.9844799042,1.003,16.695,1475
193.4844601154,1.005,16.695,1476
193.9844799042,1.006,16.695,1476
194.4845099449,1.009,16.695,1476
194.9844799042,1.009,16.695,1476
195.4844999313,1.012,16.696,1475
195.9845099449,1.014,16.696,1475
196.4845099449,1.014,16.696,1475
196.9844999313,1.016,16.696,1476
197.4844799042,1.018,16.696,1476
197.9845099449,1.02,16.695,1476
198.4844799042,1.021,16.695,1475
198.9845099449,1.022,16.695,1476
199.4845099449,1.024,16.695,1476
199.9845099449,1.026,16.695,1476
200.4845099449,1.027,16.696,1476
200.9845099449,1.029,16.695,1476
201.4844899178,1.03,16.696,1476
201.9845099449,1.032,16.696,1476
202.4845099449,1.033,16.696,1476
202.9845099449,1.034,16.696,1476
203.4845199585,1.036,16.696,1476
203.9845099449,1.037,16.696,1476
204.4844501019,1.04,16.696,1476
204.9845099449,1.041,16.696,1476
205.4845199585,1.043,16.696,1475
205.9845099449,1.043,16.696,1476
206.4845199585,1.045,16.696,1476
206.9845099449,1.046,16.696,1475
207.4845099449,1.048,16.696,1476
207.9844799042,1.05,16.696,1476
208.4845099449,1.052,16.696,1476
208.9845099449,1.053,16.696,1475
209.4844899178,1.054,16.696,1476
209.9845199585,1.055,16.696,1476
210.4845099449,1.057,16.697,1475
210.9844799042,1.059,16.696,1476
211.4845199585,1.06,16.696,1475
211.9845099449,1.062,16.696,1475
212.4844799042,1.063,16.697,1475
212.9845099449,1.064,16.697,1475
213.4845099449,1.066,16.696,1475
213.9844799042,1.067,16.697,1475
214.4844799042,1.069,16.697,1475
214.9844799042,1.07,16.696,1475
215.4845199585,1.073,16.697,1475
215.9844601154,1.073,16.696,1474
216.4844501019,1.074,16.697,1474
216.9845099449,1.076,16.697,1474
217.4844999313,1.078,16.697,1474
217.9845099449,1.079,16.697,1474
218.4845099449,1.08,16.697,1474
218.9844799042,1.081,16.697,1474
219.4845099449,1.082,16.697,1474
219.9845099449,1.084,16.697,1474
220.4845099449,1.086,16.697,1474
220.9845099449,1.087,16.697,1474
221.4845099449,1.087,16.696,1474
221.9845199585,1.09,16.697,1474
222.4844400883,1.09,16.697,1474
222.9844899178,1.092,16.697,1473
223.4845099449,1.093,16.697,1473
223.9845099449,1.095,16.697,1474
224.4845199585,1.096,16.697,1473
224.9845099449,1.097,16.697,1473
225.4845099449,1.099,16.697,1473
225.9845099449,1.101,16.697,1473
226.4845099449,1.101,16.697,1473
226.9845099449,1.103,16.697,1473
227.4845099449,1.104,16.697,1473
227.9845099449,1.106,16.697,1473
228.4844601154,1.107,16.697,1473
228.9844799042,1.107,16.697,1473
229.4845099449,1.109,16.697,1473
229.9844799042,1.111,16.697,1473
230.4845099449,1.112,16.697,1473
230.9845099449,1.115,16.697,1473
231.4845099449,1.115,16.697,1473
231.9845199585,1.117,16.697,1473
232.4844601154,1.118,16.697,1473
232.9845199585,1.12,16.697,1473
233.4844899178,1.12,16.697,1473
233.9845099449,1.121,16.697,1473
234.4844501019,1.122,16.697,1473
234.9845099449,1.123,16.697,1472
235.4845099449,1.125,16.698,1472
235.9844799042,1.127,16.698,1473
236.4845099449,1.127,16.697,1473
236.9845099449,1.129,16.697,1473
237.4844799042,1.13,16.697,1473
237.9845099449,1.131,16.698,1473
238.4845099449,1.133,16.698,1473
238.9845099449,1.134,16.697,1473
239.4844999313,1.135,16.697,1473
239.9844899178,1.137,16.697,1473
240.4844400883,1.138,16.697,1473
240.9845099449,1.139,16.697,1473
241.4845099449,1.141,16.697,1473
241.9845099449,1.142,16.697,1473
242.4844999313,1.143,16.697,1473
242.9845099449,1.145,16.697,1473
243.4844799042,1.145,16.694,1473
243.9845099449,1.147,16.696,1473
244.4844601154,1.149,16.696,1473
244.9888899326,1.15,16.695,1473
245.4844999313,1.152,16.696,1473
245.9844501019,1.153,16.696,1472
246.4844400883,1.154,16.696,1473
246.9845099449,1.155,16.697,1473
247.4844799042,1.157,16.696,1473
247.9845099449,1.158,16.697,1473
248.4845099449,1.158,16.696,1473
248.9844799042,1.16,16.696,1473
249.4845099449,1.161,16.697,1472
249.9845199585,1.161,16.696,1473
250.4844601154,1.163,16.695,1473
250.9845099449,1.164,16.696,1473
251.4844799042,1.165,16.696,1473
251.9844799042,1.167,16.696,1473
252.4844799042,1.168,16.696,1473
252.9845099449,1.168,16.697,1473
253.4844601154,1.17,16.696,1473
253.9844799042,1.17,16.696,1473
254.4845099449,1.172,16.696,1473
254.9845099449,1.173,16.696,1473
255.4845099449,1.174,16.696,1473
255.9845099449,1.175,16.696,1473
256.4844799042,1.176,16.696,1474
256.9845099449,1.178,16.696,1473
257.4845099449,1.178,16.696,1474
257.9844999313,1.18,16.696,1474
258.4845099449,1.181,16.696,1474
258.9844799042,1.182,16.696,1474
259.4844899178,1.183,16.696,1474
259.9844799042,1.184,16.696,1474
260.4844999313,1.186,16.696,1474
260.9845099449,1.187,16.696,1474
261.4844799042,1.188,16.695,1474
261.9844300747,1.188,16.696,1474
262.4844999313,1.19,16.695,1474
262.9844799042,1.192,16.695,1474
263.4844799042,1.193,16.695,1474
263.9844799042,1.193,16.695,1474
264.4844601154,1.195,16.695,1475
264.9844999313,1.196,16.69,1474
265.4844999313,1.197,16.69,1475
265.9844799042,1.198,16.687,1475
266.4845099449,1.199,13.771,1475
266.9844799042,1.201,0,1475
267.4844999313,1.201,0,1475
267.9844799042,1.203,0,1470
268.4845199585,1.204,0,0
268.9845099449,1.206,0,0
269.4845099449,1.206,0,0
269.9845099449,1.207,0,0
270.4844501019,1.207,0,0
270.9845099449,1.207,0,0
271.4845099449,1.207,0,0
271.9844999313,1.207,0,0
272.4845299721,1.21,0,0
272.9845099449,1.21,0,0
273.4845099449,1.21,0,0
273.9845099449,1.211,0,0
274.4845099449,1.211,0,0
274.9845099449,1.21,0,0
275.4845099449,1.211,0,0
275.9844799042,1.21,0,0
276.4844799042,1.21,0,0
276.9845099449,1.21,0,0
277.4844999313,1.209,0,0
277.9845099449,1.209,0,0
278.4844698906,1.208,0,0
278.9845099449,1.208,0,0
279.4844698906,1.208,0,0
279.9845099449,1.207,0,0
280.4845099449,1.207,0,0
280.9844999313,1.206,0,0
281.4844799042,1.205,0,0
281.9845099449,1.205,0,0
282.4844501019,1.204,0,0
282.9844899178,1.203,0,0
283.4845099449,1.202,0,0
283.9844799042,1.202,0,0
284.4845099449,1.2,0,0
284.9844799042,1.2,0,0
285.4844899178,1.199,0,0
285.9844799042,1.198,0,0
286.4844999313,1.198,0,0
286.9845099449,1.196,0,0
287.4845099449,1.195,0,0
287.9845099449,1.194,0,0
288.4844799042,1.194,0,0
288.9845099449,1.193,0,0
289.4845099449,1.192,0,0
289.9844999313,1.19,0,0
290.4844799042,1.19,0,0
290.9845099449,1.188,0,0
291.4844999313,1.188,0,0
291.9845099449,1.187,0,0
292.4844799042,1.186,0,0
292.9845099449,1.184,0,0
293.4844999313,1.183,0,0
293.9844400883,1.182,0,0
294.4844400883,1.181,0,0
294.9845099449,1.18,0,0
295.4844799042,1.179,0,0
295.9845099449,1.177,0,0
296.4844698906,1.177,0,0
296.9844501019,1.176,0,0
297.4844799042,1.174,0,0
297.9844999313,1.174,0,0
298.4845099449,1.172,0,0
298.9845099449,1.172,0,0
299.4844799042,1.171,0,0
299.9845099449,1.17,0,0
300.4844100475,1.169,0,0
300.9845099449,1.168,0,0
301.4845099449,1.167,0,0
301.9845199585,1.166,0,0
302.4845099449,1.165,0,0
302.9845099449,1.164,0,0
303.4845099449,1.163,0,0
303.9844999313,1.162,0,0
304.4844300747,1.161,0,0
304.9844999313,1.16,0,0
305.4845099449,1.159,0,0
305.9844799042,1.158,0,0
306.4844799042,1.157,0,0
306.9845099449,1.156,0,0
307.4844799042,1.155,0,0
307.9845099449,1.154,0,0
308.4844601154,1.153,0,0
308.9844799042,1.153,0,0
309.4844999313,1.151,0,0
309.9844799042,1.15,0,0
310.4844799042,1.149,0,0
310.9845099449,1.148,0,0
311.4844999313,1.147,0,0
311.9844799042,1.146,0,0
312.4845099449,1.145,0,0
312.9845099449,1.144,0,0
313.4844698906,1.143,0,0
313.9845199585,1.141,0,0
314.4845099449,1.141,0,0
314.9844799042,1.139,0,0
315.4845199585,1.139,0,0
315.9845099449,1.137,0,0
316.4844999313,1.136,0,0
316.9845099449,1.135,0,0
317.4844799042,1.134,0,0
317.9844799042,1.133,0,0
318.4844799042,1.132,0,0
318.9845099449,1.131,0,0
319.4845099449,1.13,0,0
319.9845099449,1.129,0,0
320.4844799042,1.128,0,0
320.9844799042,1.127,0,0
321.4845299721,1.126,0,0
321.9845299721,1.125,0,0
322.4845099449,1.123,0,0
322.9845099449,1.123,0,0
323.4844799042,1.121,0,0
323.9844799042,1.121,0,0
324.4844200611,1.119,0,0
324.9844999313,1.119,0,0
325.4848899841,1.118,0,0
325.9844799042,1.116,0,0
326.4845099449,1.116,0,0
326.9844799042,1.114,0,0
327.4844799042,1.113,0,0
327.9844799042,1.111,0,0
328.4844999313,1.111,0,0
328.9844799042,1.109,0,0
329.4844698906,1.109,0,0
329.9845099449,1.107,0,0
330.4844799042,1.107,0,0
330.9844799042,1.105,0,0
331.4845099449,1.105,0,0
331.9845099449,1.103,0,0
332.4845099449,1.102,0,0
332.9844799042,1.101,0,0
333.4845099449,1.1,0,0
333.9845099449,1.099,0,0
334.4844799042,1.098,0,0
334.9844799042,1.097,0,0
335.4844799042,1.096,0,0
335.9845099449,1.095,0,0
336.4844400883,1.094,0,0
336.9844999313,1.093,0,0
337.4845299721,1.093,0,0
337.9844999313,1.091,0,0
338.4844799042,1.09,0,0
338.9844799042,1.089,0,0
339.4844799042,1.088,0,0
339.9844999313,1.087,0,0
340.4845099449,1.086,0,0
340.9844799042,1.085,0,0
341.4844300747,1.083,0,0
341.9844799042,1.083,0,0
342.4844300747,1.082,0,0
342.9845099449,1.081,0,0
343.4845099449,1.08,0,0
343.9845099449,1.079,0,0
344.4844698906,1.078,0,0
344.9844799042,1.077,0,0
345.4844799042,1.076,0,0
345.9844999313,1.075,0,0
346.4844799042,1.074,0,0
346.9844999313,1.073,0,0
347.4844698906,1.072,0,0
347.9844799042,1.071,0,0
348.4844200611,1.07,0,0
348.9844799042,1.069,0,0
349.4845099449,1.068,0,0
349.9845099449,1.067,0,0
350.4845099449,1.065,0,0
350.9844799042,1.064,0,0
351.4845099449,1.063,0,0
351.9845099449,1.063,0,0
352.4845099449,1.061,0,0
352.9844899178,1.06,0,0
353.4845099449,1.059,0,0
353.9845099449,1.058,0,0
354.4844698906,1.057,0,0
354.9845099449,1.056,0,0
355.4845099449,1.054,0,0
355.9844799042,1.054,0,0
356.4844799042,1.052,0,0
356.9844799042,1.052,0,0
357.4844698906,1.05,0,0
357.9844799042,1.049,0,0
358.4844999313,1.047,0,0
358.9845099449,1.047,0,0
359.4845099449,1.045,0,0
359.9844999313,1.045,0,0
360.4844799042,1.043,0,0
360.9844799042,1.043,0,0
361.4845099449,1.041,0,0
361.9844999313,1.039,0,0
362.4844999313,1.039,0,0
362.9844999313,1.037,0,0
363.4845099449,1.037,0,0
363.9845199585,1.036,0.001,0
364.4845099449,1.035,0,0
364.9845099449,1.034,0,0
365.4845099449,1.033,0,0
365.9844799042,1.031,0,0
366.4844400883,1.031,0.001,0
366.9844799042,1.03,0,0
367.4844999313,1.028,0,0
367.9844799042,1.028,0,0
368.4845099449,1.028,0,0
368.9844999313,1.026,0,0
369.4845499992,1.025,0,0
369.9844799042,1.024,0,0
370.4845199585,1.024,0,0
370.9845299721,1.022,0,0
371.4844999313,1.021,0,0
371.9845199585,1.02,0,0
372.4844799042,1.02,0,0
372.9844799042,1.018,0.001,0
373.4844799042,1.018,0,0
373.9844799042,1.016,0,0
374.4844799042,1.015,0,0
374.9844799042,1.014,0,0
375.4844799042,1.014,0,0
375.9844799042,1.012,0,0
376.4844799042,1.012,0,0
376.9844799042,1.011,0,0
377.4844698906,1.01,0,0
377.9844799042,1.008,0,0
378.4844601154,1.008,0,0
378.9844999313,1.006,0,0
379.4844999313,1.005,0,0
379.9845199585,1.005,0,0
380.4845199585,1.003,0,0
380.9844999313,1.003,0,0
381.4845099449,1.002,0,0
381.9845099449,1.002,0.001,0
382.4845099449,1,0,0
382.9845099449,0.999,0,0
383.4844999313,0.999,0,0
383.9845099449,0.998,0,0
384.4844601154,0.997,0,0
384.9844899178,0.996,0,0
385.4845099449,0.995,0,0
385.9844999313,0.994,0,0
386.4845099449,0.993,0,0
386.9845099449,0.992,0,0
387.4844799042,0.992,0,0
387.9846100807,0.99,0,0
388.4844899178,0.99,0,0
388.9844899178,0.99,0,0
389.4845099449,0.99,0,0
389.9845099449,0.99,0,0
390.4844300747,0.99,0,0
390.9845099449,0.985,0,0
391.4845199585,0.985,0,0
391.9845099449,0.983,0,0
392.4845199585,0.983,0,0
392.9844799042,0.982,0,0
393.4844300747,0.981,0,0
393.9845099449,0.981,0,0
394.4844799042,0.979,0,0
394.9845099449,0.979,0,0
395.4845199585,0.978,0,0
395.9844999313,0.977,0,0
396.4844400883,0.975,0,0
396.9845099449,0.975,0,0
397.4844999313,0.974,0,0
397.9844999313,0.972,0,0
398.4844698906,0.972,0,0
398.9845099449,0.971,0,0
399.4845099449,0.971,0,0
399.9844799042,0.969,0,0
400.4844799042,0.968,0,0
400.9845099449,0.967,0,0
401.4844799042,0.967,0,0
401.9845099449,0.965,0,0
402.4844100475,0.964,0,0
402.9845099449,0.963,0,0
403.4845199585,0.963,0,0
403.9844300747,0.962,0,0
404.4844999313,0.961,0,0
404.9844999313,0.961,0,0
405.4844799042,0.959,0,0
405.9844999313,0.958,0,0
406.4845099449,0.958,0,0
406.9844799042,0.957,0,0
407.4845099449,0.956,0,0
407.9844799042,0.955,0,0
408.4844799042,0.954,0.001,0
408.9844999313,0.954,0,0
409.4844698906,0.953,0,0
409.9844999313,0.952,0,0
410.4844999313,0.951,0,0
410.9844999313,0.95,0,0
411.4844899178,0.949,0,0
411.9844799042,0.948,0,0
412.4845099449,0.948,0,0
412.9844601154,0.947,0,0
413.4845099449,0.946,0,0
413.9844799042,0.945,0,0
414.4844899178,0.945,0,0
414.9844799042,0.944,0,0
415.4844799042,0.942,0,0
415.9845099449,0.942,0,0
416.4844799042,0.941,0,0
416.9845099449,0.94,0,0
417.4844799042,0.939,0,0
417.9845099449,0.938,0,0
418.4845099449,0.938,0,0
418.9844999313,0.937,0,0
419.4844799042,0.936,0,0
419.9844799042,0.935,0,0
420.4844200611,0.934,0,0
420.9844200611,0.934,0,0
421.4844799042,0.933,0.001,0
421.9844999313,0.932,0,0
422.4844799042,0.931,0,0
422.9845099449,0.93,0,0
423.4845099449,0.93,0,0
423.9844999313,0.929,0,0
424.4845199585,0.928,0,0
424.9844799042,0.927,0,0
425.4844601154,0.926,0,0
425.9844799042,0.925,0,0
426.4844400883,0.924,0,0
426.9845099449,0.923,0,0
427.4844799042,0.922,0,0
427.9845099449,0.922,0,0
428.4844799042,0.921,0,0
428.9844799042,0.92,0,0
429.4845099449,0.919,0,0
429.9845099449,0.918,0,0
430.4845099449,0.917,0,0
430.9844799042,0.917,0,0
431.4844799042,0.915,0,0
431.9844799042,0.915,0,0
432.4844501019,0.914,0,0
432.9844999313,0.913,0,0
433.4844698906,0.912,0,0
433.9844999313,0.911,0,0
434.4844999313,0.911,0,0
434.9844999313,0.909,0,0
435.4844799042,0.909,0,0
435.9845099449,0.908,0,0
436.4844799042,0.907,0,0
436.9844200611,0.906,0,0
437.4845099449,0.906,0,0
437.9845099449,0.905,0,0
438.4844501019,0.904,0,0
438.9845099449,0.903,0,0
439.4845099449,0.902,0,0
439.9845099449,0.901,0,0
440.4845099449,0.9,0,0
440.9844999313,0.9,0,0
441.4844899178,0.898,0,0
441.9845099449,0.898,0,0
442.4845099449,0.898,0,0
442.9844799042,0.896,0,0
443.4845099449,0.895,0,0
443.9845099449,0.895,0,0
444.4844601154,0.894,0,0
444.9844999313,0.893,0,0
445.4844799042,0.892,0,0
445.9844799042,0.891,0,0
446.4844799042,0.891,0,0
446.9845099449,0.89,0,0
447.4845099449,0.889,0,0
447.9845099449,0.888,0,0
448.4844799042,0.888,0,0
448.9845099449,0.886,0,0
449.4845099449,0.886,0,0
449.9845099449,0.885,0,0
450.4845199585,0.884,0,0
450.9845099449,0.883,0,0
451.4844999313,0.882,0,0
451.9844601154,0.881,0,0
452.4844999313,0.881,0,0
452.9844799042,0.88,0,0
453.4845099449,0.879,0,0
453.9845099449,0.878,0,0
454.4845099449,0.877,0,0
454.9844799042,0.876,0,0
455.4845099449,0.875,0,0
455.9844799042,0.875,0,0
456.4844501019,0.873,0,0
456.9845199585,0.872,0,0
457.4844601154,0.872,0,0
457.9845099449,0.871,0,0
458.4845099449,0.87,0,0
458.9845099449,0.869,0,0
459.4845199585,0.868,0,0
459.9845199585,0.867,0,0
460.4845099449,0.867,0,0
460.9844799042,0.866,0,0
461.4845099449,0.866,0,0
461.9845099449,0.864,0,0
462.4844100475,0.864,0.001,0
462.9845099449,0.863,0,0
463.4844799042,0.862,0.001,0
463.9845099449,0.862,0,0
464.4845199585,0.861,0,0
464.9845099449,0.86,0,0
465.4845099449,0.86,0,0
465.9844799042,0.858,0,0
466.4845099449,0.858,0,0
466.9844799042,0.857,9.959,0
467.4845199585,0.857,9.974,0
467.9844899178,0.856,9.975,0
468.4844799042,0.855,9.975,1447
468.9844799042,0.854,9.975,1496
469.4845099449,0.853,9.975,1495
469.9845099449,0.853,9.976,1495
470.4845399857,0.852,9.976,1495
470.9845099449,0.852,9.976,1494
471.4844799042,0.852,9.976,1494
471.9845199585,0.851,9.976,1494
472.4844799042,0.851,9.977,1493
472.9844799042,0.851,9.977,1493
473.4844601154,0.851,9.977,1493
473.9844799042,0.851,9.977,1493
474.4844501019,0.851,9.977,1492
474.9845099449,0.851,9.976,1492
475.4845099449,0.851,0,1492
475.9844799042,0.851,0,1491
476.4845199585,0.851,0,1491
476.9845099449,0.851,0,0
477.4845099449,0.851,0,0
477.9845099449,0.851,0,0
478.4845099449,0.85,0,0
478.9845099449,0.851,0,0
479.4845099449,0.851,0,0
479.9845099449,0.851,0,0
480.4845099449,0.851,0,0
480.9844799042,0.851,0,-1
481.4844799042,0.85,0,0
481.9844799042,0.85,0,0
482.4845099449,0.85,0,0
482.9844799042,0.85,0,0
483.484400034,0.849,0,0
483.9844799042,0.849,0,0
484.4844799042,0.849,0,0
484.9844698906,0.849,0,0
485.4845199585,0.848,0,0
485.9845099449,0.847,0,0
486.4844698906,0.847,0,0
486.9845099449,0.847,0,0
487.4845099449,0.846,0,0
487.9845099449,0.846,0,0
488.4845099449,0.845,0,0
488.9845099449,0.845,0,0
489.4845099449,0.844,0,0
489.9844799042,0.844,0,0
490.4845199585,0.844,0,0
490.9844999313,0.843,0,0
491.4845099449,0.842,0,0
491.9844999313,0.842,0.001,0
492.4844601154,0.841,0,0
492.9845099449,0.84,0,0
493.4844601154,0.84,0,0
493.9845299721,0.84,0,0
494.4845099449,0.839,0,0
494.9844799042,0.839,0,0
495.4844999313,0.838,0,0
495.9845199585,0.837,0,0
496.4845099449,0.837,0,0
496.9845099449,0.837,0,0
497.4844799042,0.836,0,0
497.9845299721,0.835,0,0
498.4844999313,0.835,0,0
498.9844799042,0.834,0,0
499.4844999313,0.833,0,0
499.9844799042,0.833,0,0
500.4844200611,0.833,0,0
500.9844799042,0.832,0,0
501.4845199585,0.831,0,0
501.9845199585,0.831,0,0
502.4845099449,0.83,0,0
502.9845099449,0.83,0,0
503.4845099449,0.829,0,0
503.9845199585,0.828,0,0
504.4844899178,0.828,0,0
504.9844799042,0.827,0,0
505.4845099449,0.827,0,0
505.9844999313,0.826,0,0
506.4844899178,0.825,0.001,0
506.9844999313,0.825,0,0
507.4845099449,0.825,0,0
507.9844999313,0.825,0,0
508.4844799042,0.825,0,0
508.9844999313,0.822,0,0
509.4845099449,0.821,0,0
509.9845099449,0.821,0,0
510.4844300747,0.82,0,0
510.9845099449,0.82,0,0
511.4845099449,0.819,0,0
511.9845099449,0.818,0,0
512.4845099449,0.818,0,0
512.9845099449,0.817,0,0
513.4845099449,0.817,0,0
513.9845099449,0.816,0,0
514.4845199585,0.815,0,0
514.9845099449,0.815,0,0
515.4845099449,0.813,0,0
515.9844300747,0.813,0,0
516.4844200611,0.813,0,0
516.9845099449,0.811,0,0
517.4845099449,0.811,0,0
517.9845199585,0.811,0,0
518.4844799042,0.81,0,0
518.9844799042,0.809,0,0
519.4844601154,0.809,0,0
519.9844999313,0.809,0,0
520.4844799042,0.808,0,0
520.9845099449,0.807,0,0
521.4844698906,0.807,0,0
521.9844799042,0.806,0,0
522.4844698906,0.806,0,0
522.9845600128,0.805,0,0
523.4845199585,0.804,0,0
523.9845199585,0.804,0.001,0
524.4845099449,0.803,5.825,0
524.9845099449,0.803,10,0
525.4844899178,0.802,10,0
525.9845199585,0.802,10.007,763
526.4844999313,0.801,10.007,1269
526.9845099449,0.801,10.007,1269
527.4845099449,0.8,10.008,1269
527.9844799042,0.8,10.007,1268
528.4844100475,0.8,10.007,1268
528.9844799042,0.799,10.007,1268
529.4845099449,0.799,10.007,1268
529.9845099449,0.799,10.008,1268
530.4845099449,0.799,10.008,1267
530.9844799042,0.799,10.009,1267
531.4845099449,0.799,10.009,1267
531.9845199585,0.799,10.009,1266
532.4845099449,0.799,10.015,1266
532.9844999313,0.799,10.018,1266
533.4845099449,0.799,10.024,1266
533.9844799042,0.799,10.024,1266
534.4844601154,0.799,10.046,1232
534.9844799042,0.799,10.051,1217
535.4845199585,0.799,10.053,1176
535.9845199585,0.799,10.057,1147
536.4845099449,0.799,10.057,1124
536.9845099449,0.799,10.057,1123
537.4845099449,0.8,10.058,1108
537.9844799042,0.799,10.058,1108
538.4845299721,0.8,10.058,1108
538.9844799042,0.8,10.058,1108
539.4845099449,0.8,10.058,1106
539.9845199585,0.8,10.058,1105
540.4844698906,0.8,10.058,1105
540.9845099449,0.801,10.058,1106
541.4845199585,0.8,10.058,1105
541.9845199585,0.801,10.058,1105
542.4845299721,0.801,10.058,1105
542.9844799042,0.801,10.058,1104
543.4845099449,0.801,10.058,1104
543.9845099449,0.801,10.058,1105
544.4845099449,0.801,10.058,1104
544.9845099449,0.801,10.058,1104
545.4844799042,0.802,10.058,1104
545.9845099449,0.802,10.059,1104
546.4845099449,0.802,10.058,1104
546.9845099449,0.802,10.058,1103
547.4844601154,0.802,10.059,1103
547.9845099449,0.803,10.058,1104
548.4844799042,0.803,10.058,1103
548.9845099449,0.804,10.058,1103
549.4845099449,0.804,10.058,1103
549.9844799042,0.804,10.059,1103
550.4844799042,0.804,10.058,1103
550.9845099449,0.804,10.059,1103
551.4845099449,0.805,10.058,1103
551.9845099449,0.806,10.058,1103
552.4845099449,0.806,10.059,1103
552.9845099449,0.806,10.058,1103
553.4844698906,0.807,10.059,1103
553.9844899178,0.807,10.059,1103
554.4844799042,0.808,10.059,1103
554.9844799042,0.808,10.058,1103
555.4845099449,0.808,10.059,1103
555.9844799042,0.808,10.059,1103
556.4844999313,0.809,10.058,1103
556.9845199585,0.81,10.059,1103
557.4844799042,0.81,10.059,1103
557.9845199585,0.811,10.059,1103
558.4845099449,0.811,10.059,1103
558.9845199585,0.811,10.059,1103
559.4845099449,0.812,10.059,1103
559.9844799042,0.812,10.059,1103
560.4844799042,0.813,10.059,1103
560.9844799042,0.813,10.059,1103
561.4844799042,0.814,10.059,1103
561.9845199585,0.814,10.059,1103
562.4844799042,0.814,10.059,1102
562.9844200611,0.815,10.059,1103
563.4844899178,0.815,10.059,1103
563.9845199585,0.816,10.059,1103
564.4844501019,0.816,10.059,1102
564.9844799042,0.816,10.059,1103
565.4845099449,0.817,10.06,1102
565.9844501019,0.817,10.06,1102
566.4844899178,0.818,10.06,1102
566.9844799042,0.818,10.06,1102
567.4845199585,0.819,10.06,1102
